x,y,z,resistivity,chargeability
509750,459447,603,72.59,24.24
510969,459060,579,697.78,18.35
510021,459192,599,733.15,18.4
511162,458951,572,624.73,16.16
511020,459017,576,433.31,20.91
510120,459110,592,98.17,18.29
510000,459398,610,415.62,14.04
511470,459040,568,1449.93,8.99
509968,459170,584,671.83,15.56
510872,459059,578,730.4,18.66
511159,459300,586,353.49,19.61
511160,459450,587,636.63,15.96
510570,459110,593,244.45,19.55
511123,458802,569,330.39,14.39
510010,459450,609,997.78,13.74
510719,459039,575,625.52,15.74
509875,459190,595,96.39,13.72
510220,459110,593,76.82,16.29
511158,459401,586,1031.37,17.44
509820,459090,652,121.3,25.96
510050,459398,608,457.04,12.73
510010,459450,609,647.03,15.86
510921,459019,583,1027.62,16.61
511123,458802,569,633.82,13.63
511124,459550,585,514.33,16.72
511129,459400,579,731.15,17.72
509992,459199,594,625.21,14.72
510622,459038,581,1099.49,16.33
509820,459110,624,55.39,28.35
509824,459167,594,24.52,2.43
510021,459192,599,732.87,18.39
510150,459400,603,911.78,13.82
509990,459700,613,777.9,20.63
510817,459036,571,491.39,21.17
509925,459165,583,512.56,13.98
510011,459501,610,772.74,15.29
511013,459451,592,469.67,16.54
509925,459165,583,122.12,12.96
510120,459090,607,20.04,20.37
510070,459090,607,56.97,12.08
509550,459392,608,50.61,12.69
509601,459395,602,48.15,17.6
511010,458997,574,997.2,13.76
510571,459054,586,117.22,21.83
510012,459350,604,605.46,15.2
510676,459019,581,192.33,13.86
511017,459499,590,438.57,15.64
509990,459350,606,495.79,14.09
511126,459100,577,777.99,17.55
509820,459090,652,193.21,20.11
509500,459464,607,42.12,26.2
509870,459110,625,33.74,6.13
509850,459441,600,47.35,18.7
509767,459169,595,61.07,17.06
509775,459194,600,77.17,20.66
509850,459441,600,86.27,25.23
511013,458849,567,203.95,8.48
510120,459165,601,74.72,26.09
509700,459396,601,173.72,17.87
510817,459036,571,102.37,11.25
511011,458949,574,735.08,9.64
509992,459600,612,63.77,19.04
509992,459199,594,800.78,16.62
510020,459090,632,43.47,19.75
510120,459165,601,265.45,17.56
511124,459550,585,522.97,18.6
511011,458949,574,737.69,12.28
511013,459451,592,831.78,16.39
509993,459450,610,426.05,15.85
510011,459501,610,325.01,18.14
510722,459057,581,342.03,17.16
511014,458800,566,835.18,17.84
510324,459194,599,293.78,17.19
510821,459023,568,245.16,12.17
509750,459395,602,154.61,17.96
510670,459057,581,359.61,14.69
509991,459250,600,238.49,14.14
510350,459404,599,1258.91,15.18
509991,459400,608,826.14,14.13
510719,459039,575,275.25,15.43
509850,459400,600,89.62,28.54
509823,459192,598,307.72,14.05
510012,459350,604,251.89,14.87
509750,459447,603,88.12,18.58
511270,459038,568,1011.07,13.31
510021,459192,599,125.13,21.26
510012,459350,604,1012.83,18.27
511121,459014,576,416.28,13.36
510670,459057,581,109.63,18.97
509750,459447,603,34.11,24.89
511120,459058,578,1057.15,17.18
509550,459458,620,85.46,14.13
509993,459450,610,386.98,16.59
509550,459392,608,135.65,18.3
511170,459037,574,702.42,15.52
511129,459001,572,769.5,12.3
510300,459448,602,1301.58,14.31
509750,459395,602,154.82,17.93
509991,459250,600,272.0,14.7
509970,459090,630,311.48,13.29
510012,459350,604,514.65,13.9
509870,459110,625,193.61,21.26
510870,459035,578,665.49,12.05
509974,459190,595,487.72,15.09
511010,458900,569,751.19,11.49
510100,459398,604,1727.09,16.94
511010,458997,574,518.33,16.37
511020,459017,576,663.11,13.61
510249,459448,603,904.76,15.77
511016,459050,576,684.25,12.15
510010,459700,613,133.28,24.9
510824,459058,573,647.2,13.71
510220,459188,596,202.79,13.47
510722,459057,581,321.82,13.42
511010,458997,574,694.67,12.47
510170,459090,601,20.39,21.12
510571,459017,583,1428.54,15.85
511160,459200,578,645.34,17.32
511020,459017,576,660.91,16.62
510250,459399,602,1998.11,17.6
509991,459250,600,462.61,15.59
509700,459452,605,43.47,22.78
510870,459035,578,919.95,9.22
509990,459350,606,427.38,13.8
510068,459164,593,307.55,15.94
510010,459450,609,805.43,15.21
511125,458850,568,1030.07,13.15
510324,459172,599,205.77,20.11
510170,459110,593,195.41,17.55
510324,459194,599,199.15,18.72
510150,459400,603,1392.88,17.94
509991,459400,608,502.83,16.65
510000,459398,610,256.14,24.22
510319,459110,593,66.53,20.72
511010,458900,569,728.53,12.5
509968,459170,584,127.23,24.15
